"locs","dowry","awps","ps_loc_1","ps_loc_2"
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",1,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Falka PS Katihar",0,0,25.632956,87.278792
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Falka PS Katihar",0,0,25.632956,87.278792
"Barari PS Katihar",0,0,25.503197,87.368113
"Muffasil PS Katihar",1,0,25.556212,87.542094
"Korha PS Katihar",0,0,25.619084,87.40117
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Manihari PS Katihar",0,0,25.341434,87.625848
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Routara PS Katihar",0,0,25.663952,87.531967
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barsoi PS Katihar",0,0,25.619887,87.924421
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Korha PS Katihar",0,0,25.619084,87.40117
"Falka PS Katihar",0,0,25.632956,87.278792
"Barari PS Katihar",0,0,25.503197,87.368113
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Barari PS Katihar",0,0,25.503197,87.368113
"Falka PS Katihar",0,0,25.632956,87.278792
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Falka PS Katihar",0,0,25.632956,87.278792
"Mahila PS Katihar",1,1,25.577819,87.560293
"Hasanganj PS Katihar",0,0,25.646298,87.579074
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Mahila PS Katihar",1,1,25.577819,87.560293
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Barsoi PS Katihar",1,0,25.619887,87.924421
"Manihari PS Katihar",0,0,25.341434,87.625848
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Barari PS Katihar",0,0,25.503197,87.368113
"Korha PS Katihar",0,0,25.619084,87.40117
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Mansahi PS Katihar",1,0,25.471773,87.570916
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Korha PS Katihar",1,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Falka PS Katihar",0,0,25.632956,87.278792
"Amdabad PS Katihar",1,0,25.301664,87.798138
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Korha PS Katihar",0,0,25.619084,87.40117
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Manihari PS Katihar",0,0,25.341434,87.625848
"Falka PS Katihar",0,0,25.632956,87.278792
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Aajam nagar PS Katihar",1,0,25.547194,87.825001
"Barari PS Katihar",0,0,25.503197,87.368113
"Korha PS Katihar",0,0,25.619084,87.40117
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Mahila PS Katihar",0,1,25.577819,87.560293
"Falka PS Katihar",0,0,25.632956,87.278792
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"SC/ST PS Katihar",1,0,25.554896,87.565953
"Mahila PS Katihar",0,1,25.577819,87.560293
"Falka PS Katihar",0,0,25.632956,87.278792
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Manihari PS Katihar",0,0,25.341434,87.625848
"SC/ST PS Katihar",1,0,25.554896,87.565953
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Barari PS Katihar",0,0,25.503197,87.368113
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",1,0,25.538318,87.572992
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Falka PS Katihar",0,0,25.632956,87.278792
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Barari PS Katihar",0,0,25.503197,87.368113
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Falka PS Katihar",0,0,25.632956,87.278792
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"NA Katihar",0,0,25.581691,87.559092
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Barsoi PS Katihar",1,0,25.619887,87.924421
"Falka PS Katihar",0,0,25.632956,87.278792
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Mahila PS Katihar",0,1,25.577819,87.560293
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Falka PS Katihar",0,0,25.632956,87.278792
"Korha PS Katihar",0,0,25.619084,87.40117
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Mahila PS Katihar",1,1,25.577819,87.560293
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Pranpur PS Katihar",1,0,25.472304,87.71738
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Barari PS Katihar",0,0,25.503197,87.368113
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Muffasil PS Katihar",0,0,25.556212,87.542094
"SC/ST PS Katihar",0,0,25.554896,87.565953
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Korha PS Katihar",0,0,25.619084,87.40117
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Falka PS Katihar",0,0,25.632956,87.278792
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",1,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",1,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Korha PS Katihar",0,0,25.619084,87.40117
"Barari PS Katihar",0,0,25.503197,87.368113
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Barari PS Katihar",1,0,25.503197,87.368113
"Falka PS Katihar",0,0,25.632956,87.278792
"Manihari PS Katihar",0,0,25.341434,87.625848
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Falka PS Katihar",0,0,25.632956,87.278792
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Mahila PS Katihar",1,1,25.577819,87.560293
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Mahila PS Katihar",0,1,25.577819,87.560293
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Manihari PS Katihar",1,0,25.341434,87.625848
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"SC/ST PS Katihar",0,0,25.554896,87.565953
"Falka PS Katihar",0,0,25.632956,87.278792
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Manihari PS Katihar",0,0,25.341434,87.625848
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Barsoi PS Katihar",1,0,25.619887,87.924421
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kursaila PS Katihar",0,0,25.450476,87.25116
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Manihari PS Katihar",0,0,25.341434,87.625848
"Falka PS Katihar",1,0,25.632956,87.278792
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Aajam nagar PS Katihar",1,0,25.547194,87.825001
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Falka PS Katihar",0,0,25.632956,87.278792
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Korha PS Katihar",0,0,25.619084,87.40117
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Manihari PS Katihar",1,0,25.341434,87.625848
"Mahila PS Katihar",0,1,25.577819,87.560293
"Mahila PS Katihar",1,1,25.577819,87.560293
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Falka PS Katihar",0,0,25.632956,87.278792
"Barari PS Katihar",0,0,25.503197,87.368113
"Falka PS Katihar",0,0,25.632956,87.278792
"Korha PS Katihar",0,0,25.619084,87.40117
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Falka PS Katihar",0,0,25.632956,87.278792
"Manihari PS Katihar",1,0,25.341434,87.625848
"SC/ST PS Katihar",0,0,25.554896,87.565953
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Baliya Belon Ps Katihar",1,0,25.66325,87.846215
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Mahila PS Katihar",0,1,25.577819,87.560293
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barari PS Katihar",0,0,25.503197,87.368113
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Korha PS Katihar",0,0,25.619084,87.40117
"Dandkhora PS Katihar",0,0,25.574463,87.646923
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Hasanganj PS Katihar",1,0,25.646298,87.579074
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Korha PS Katihar",0,0,25.619084,87.40117
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Manihari PS Katihar",0,0,25.341434,87.625848
"Korha PS Katihar",1,0,25.619084,87.40117
"Barari PS Katihar",0,0,25.503197,87.368113
"Falka PS Katihar",0,0,25.632956,87.278792
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Amdabad PS Katihar",1,0,25.301664,87.798138
"Mansahi PS Katihar",1,0,25.471773,87.570916
"Falka PS Katihar",0,0,25.632956,87.278792
"Hasanganj PS Katihar",1,0,25.646298,87.579074
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Muffasil PS Katihar",1,0,25.556212,87.542094
"Barari PS Katihar",0,0,25.503197,87.368113
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Korha PS Katihar",0,0,25.619084,87.40117
"Falka PS Katihar",0,0,25.632956,87.278792
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barsoi PS Katihar",1,0,25.619887,87.924421
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",1,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Amdabad PS Katihar",0,0,25.301664,87.798138
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Mansahi PS Katihar",0,0,25.471773,87.570916
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Mahila PS Katihar",0,1,25.577819,87.560293
"Mahila PS Katihar",1,1,25.577819,87.560293
"Abadpur PS Katihar",0,0,25.534516,87.996918
"Barari PS Katihar",0,0,25.503197,87.368113
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Mahila PS Katihar",0,1,25.577819,87.560293
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Falka PS Katihar",0,0,25.632956,87.278792
"Barari PS Katihar",0,0,25.503197,87.368113
"Manihari PS Katihar",0,0,25.341434,87.625848
"Barsoi PS Katihar",0,0,25.619887,87.924421
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Muffasil PS Katihar",1,0,25.556212,87.542094
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Manihari PS Katihar",0,0,25.341434,87.625848
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Pranpur PS Katihar",0,0,25.472304,87.71738
"SC/ST PS Katihar",0,0,25.554896,87.565953
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Balrampur PS Katihar",1,0,25.331004,87.745554
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Barsoi PS Katihar",1,0,25.619887,87.924421
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Balrampur PS Katihar",0,0,25.331004,87.745554
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Manihari PS Katihar",0,0,25.341434,87.625848
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barari PS Katihar",0,0,25.503197,87.368113
"Korha PS Katihar",0,0,25.619084,87.40117
"Barari PS Katihar",0,0,25.503197,87.368113
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Mahila PS Katihar",1,1,25.577819,87.560293
"Barsoi PS Katihar",1,0,25.619887,87.924421
"Mahila PS Katihar",0,1,25.577819,87.560293
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Mahila PS Katihar",0,1,25.577819,87.560293
"Barari PS Katihar",0,0,25.503197,87.368113
"Mahila PS Katihar",0,1,25.577819,87.560293
"Barari PS Katihar",0,0,25.503197,87.368113
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barari PS Katihar",0,0,25.503197,87.368113
"Routara PS Katihar",0,0,25.663952,87.531967
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barari PS Katihar",0,0,25.503197,87.368113
"Pranpur PS Katihar",1,0,25.472304,87.71738
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Manihari PS Katihar",0,0,25.341434,87.625848
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",1,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",1,0,25.503197,87.368113
"Korha PS Katihar",1,0,25.619084,87.40117
"Abadpur PS Katihar",1,0,25.534516,87.996918
"Falka PS Katihar",0,0,25.632956,87.278792
"Abadpur PS Katihar",1,0,25.534516,87.996918
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Kadwa PS Katihar",1,0,25.538318,87.572992
"Falka PS Katihar",1,0,25.632956,87.278792
"Falka PS Katihar",1,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"NA Katihar",0,0,25.581691,87.559092
"Korha PS Katihar",0,0,25.619084,87.40117
"Korha PS Katihar",0,0,25.619084,87.40117
"Barari PS Katihar",0,0,25.503197,87.368113
"Manihari PS Katihar",1,0,25.341434,87.625848
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Pranpur PS Katihar",0,0,25.472304,87.71738
"Kadwa PS Katihar",0,0,25.538318,87.572992
"Kadwa PS Katihar",1,0,25.538318,87.572992
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Aajam nagar PS Katihar",0,0,25.547194,87.825001
"Barari PS Katihar",0,0,25.503197,87.368113
"Falka PS Katihar",0,0,25.632956,87.278792
"Falka PS Katihar",0,0,25.632956,87.278792
"Katihar Nagar PS Katihar",0,0,25.561713,87.547585
"Barari PS Katihar",0,0,25.503197,87.368113
"Barari PS Katihar",1,0,25.503197,87.368113
"Barari PS Katihar",0,0,25.503197,87.368113
"Katihar Nagar PS Katihar",1,0,25.561713,87.547585
"Baliya Belon Ps Katihar",0,0,25.66325,87.846215
"Barsoi PS Katihar",0,0,25.619887,87.924421
"Muffasil PS Katihar",0,0,25.556212,87.542094
"Hasanganj PS Katihar",0,0,25.646298,87.579074
"Mansahi PS Katihar",1,0,25.471773,87.570916
